image_path,label_index
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/train_class_01_01_124.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1063_1104.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1085_855.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1283_1578.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1285_1698.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1393_852.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1400_996.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1402_1103.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1411_740.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1416_597.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1562_1743.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1632_1645.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1646_1590.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1693_1096.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1699_1195.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1700_1000.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1712_843.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1722_740.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1728_591.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1729_2548.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1789_2201.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1946_1590.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1952_1700.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1959_1648.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1960_2444.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_467_1006.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_470_1204.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_485_502.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_493_604.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_494_756.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_565_1506.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_567_1350.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_574_1558.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_581_2214.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_764_401.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_769_1203.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_774_2007.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_783_1958.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_784_2102.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_785_501.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_869_2563.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_873_1351.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_915_1706.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_916_1655.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_952_2394.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_958_2462.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1078_992.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1088_499.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1091_845.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_1678_2460.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_423_402.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0001_778_1855.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1177_1338.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1678_2458.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_492_496.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_815_394.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0003_1399_834.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0003_1689_1073.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0003_495_832.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/train_class_01_01_0.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/train_class_01_01_11.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1265_1700.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1271_2554.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1288_1586.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1293_2458.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1298_1740.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1379_843.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1386_1093.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1394_1193.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1402_571.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1417_739.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1529_383.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1610_1644.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1689_1183.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1709_738.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1736_575.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1798_2189.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1924_1686.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1943_1642.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_1946_1568.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_469_1094.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_471_1201.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_477_745.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_477_994.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_478_2560.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_565_1494.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_567_1350.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_575_2206.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_576_2310.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_740_2093.jpg,0
/media/cyg/DATA1/DataSet/classifier/dataset/train/01/test_1_20200904135540_0002_760_996.jpg,0
